No.;Time;Comment;Scramble;Date;P.1
406;1:05.11;;L F' R' L2 B2 U' L B R' F2 B2 R2 U L2 U' R2 L2 U R2 F2 Uw2 R L2 Rw2 U' Fw2 L2 Fw2 L' D' Rw2 B' L Fw U2 B' Fw' Uw' L' U2 Rw' Fw Rw' B';2026-01-23 17:08:07;1:05.11
407;1:15.34;;F D R B2 U' B2 L2 U' B2 U L2 U' D' R2 L F2 B' R' F2 R' F Uw2 B2 L U2 D L' Rw2 Fw2 L B2 Uw2 L' Fw' U' L2 U Rw' Uw' B' Rw2 Uw R F' Rw;2026-01-23 17:09:35;1:15.34
408;1:09.27;;B2 U2 R2 D B2 U2 L2 D' F2 U2 L2 D2 L B L' D2 R F' B2 U2 L' Fw2 Rw2 Uw2 B' D' Rw2 F' Uw2 B2 L2 Rw2 B2 R L2 F Rw' F D2 Uw' Fw' D2 Fw' R L' Rw;2026-01-23 17:11:44;1:09.27
409;1:03.47;;B2 L' D L2 B' R2 D' F2 U' F2 U2 D2 B' D2 F R2 B2 L2 Fw2 L2 U2 Rw2 D F Rw2 F D2 Fw2 U' R' Rw2 B Fw2 Rw F' U' Rw' D' R' Fw U' Rw B Fw2;2026-01-23 17:13:18;1:03.47
410;1:05.06;;L2 U2 L2 F U2 F' D2 L2 F' D2 R2 F' L' D2 B' R' B D F' B2 D2 Fw2 D' L Rw2 Uw2 B2 L' U2 D' R2 Fw2 U' Rw2 Fw R2 B U2 Fw Uw F2 D2 Rw Fw D L' U;2026-01-23 17:14:42;1:05.06
411;1:21.10;;L D' L2 B2 U' B2 D' F2 L2 B2 U2 B2 U R' B' L B L2 D R Fw2 Rw2 U R' D' Fw2 Uw2 L D' Fw2 Rw2 U D Fw' L' U Fw2 R F' L Rw' Uw' Fw2 Rw B Fw;2026-01-23 17:16:10;1:21.10
412;1:18.78;;B L' U2 R2 L2 F D2 B D2 R2 B D2 B U B L2 D R F' L Uw2 R D' R2 Rw2 B2 D Fw2 Rw2 B2 L' F2 U' Fw Rw2 F D' B' Fw' Uw Fw R2 Fw' Rw B' L';2026-01-23 17:17:55;1:18.78
413;1:07.74;;U2 F L2 F2 U2 L2 F R2 D2 B' L2 F L' F R D' B2 R U2 Fw2 L B' R Fw2 L' Rw2 F' B L Uw2 F Uw Fw2 Uw2 R2 Uw' L2 D Uw Fw' Rw2 F R' Fw';2026-01-23 17:19:35;1:07.74
414;1:16.68;;D R2 L2 D2 F2 U B2 U2 L2 F2 D' B L F' R L' F' U L Rw2 D' L Uw2 Fw2 U R' L' D2 R' F2 Rw2 B2 Fw D F Fw2 D Uw' Rw' B' L2 B2 Rw2 D2;2026-01-23 17:21:05;1:16.68
415;1:26.99;;R' D2 F R D' R' F U2 L U2 B2 L D2 B2 U2 B2 L2 F' B2 U' Fw2 Rw2 B2 R' U' Rw2 Uw2 F2 L2 U R' D2 F2 Fw' R' F B' D2 Rw Fw U2 L' Rw B Fw' Rw';2026-01-23 17:22:41;1:26.99
416;1:16.05;;F2 U2 L' U2 F2 R2 U2 R' L2 B2 U2 F2 B' D' L B2 U D' L U B Rw2 F' U2 D Fw2 U' F Rw2 B Rw2 F Uw2 Fw2 Rw' B2 D2 F Rw Uw' B' L Rw2 B2 Uw F';2026-01-23 17:24:33;1:16.05
417;55.07;;D' B' U R' U D' B2 R2 L2 D B' D2 B L2 F L2 B2 U2 F' D2 Uw2 B Rw2 F R L2 Uw2 B Fw2 Rw2 D2 L B Uw' R B' Uw2 Fw2 Uw' Rw D B2 Fw' U' Rw F2;2026-01-23 17:26:12;55.07
418;1:07.99;;R D2 B2 D R2 D' B2 R2 B2 U R2 F2 D' F' R D B D L2 D' B Fw2 R F R' Rw2 Uw2 B Rw2 B L' U2 D Uw' R' D2 F' B2 D2 Rw U2 Uw2 Rw' D2;2026-01-23 17:27:34;1:07.99
419;1:18.01;;L2 U2 B2 D' F2 B2 U D L2 D' B2 L F' R' L' F' U' B L2 Rw2 Uw2 L' U B2 U L Fw2 Uw2 L U' Rw2 Fw L' U' B R' Fw Uw' L Rw2 Fw' Rw B2 U';2026-01-23 19:52:16;1:18.01
420;1:28.20;;D2 L U2 R' D2 B2 U2 B2 D2 R' F2 U D F' L D L2 U B' L2 B Uw2 Rw2 B2 L' D2 B2 U R' Rw2 U' L' Fw2 U' Fw' U' B' U' Fw2 Uw Rw Fw2 U2 Rw' F R2 L;2026-01-23 19:54:03;1:28.20
421;1:02.74;;R2 F2 U F2 B2 U' L2 U B2 R2 D L2 F D' B2 R D2 B' U' L U2 Uw2 B R' Uw2 B' R' Uw2 F' B' D2 B Uw2 Fw2 Uw' B' R2 B D Fw Uw Fw2 U2 Rw Fw' D';2026-01-23 19:55:56;1:02.74
422;1:08.49;;D' L B' U L2 F2 R2 B2 D2 F2 R2 F2 U R2 F' L' U2 R' D2 F' U Rw2 Fw2 R2 U' F2 Fw2 U' Rw2 F' U Uw2 Rw2 D2 Rw Uw2 R' F' L' Rw D Fw Rw B R Fw' Uw2;2026-01-23 19:57:47;1:08.49
423;1:19.74;;D2 L2 U R2 U2 R2 D2 L' D2 F2 L' D2 F2 B2 D' R B U2 D' R2 D2 Fw2 R L2 U Fw2 R B2 D2 Rw2 D2 Uw2 F' U R Fw' Rw2 F' U' Rw' Uw2 Rw' B2 Uw2 B';2026-01-23 19:59:41;1:19.74
424;1:00.18;;D' B D2 R2 B2 R2 B' L2 F' L2 F2 B' D2 R U' B U' F' U F' B Fw2 D' Uw2 Fw2 U F' U D' F2 Rw2 B R2 Uw2 Rw' U' L' Fw D F' U2 Rw2 Fw' U2;2026-01-23 20:02:29;1:00.18
425;1:04.68;;L2 F2 U L2 D L2 U2 B2 D' R2 F2 L2 B' U' R2 L' D' B' D F2 Rw2 Uw2 R' L D Uw2 Fw2 U L2 B2 L' D2 F2 Fw U R Fw2 U2 Uw2 F Rw B D' Rw' D2;2026-01-23 20:04:22;1:04.68
426;1:01.07;;U B' L U2 F2 L' B2 D2 F2 D2 L' U2 R D B L2 D' F B2 D Fw2 R Rw2 F' B2 Uw2 B' R' L Uw2 F L2 D2 Uw R2 F' D F' Fw' Rw' Uw L2 Uw' Rw2 Fw2;2026-01-23 20:05:50;1:01.07
427;1:03.51;;U2 F D L U' F' U2 R' U' R2 U2 L2 F' R2 B L2 B U2 B2 Rw2 D L2 D' Uw2 Fw2 Rw2 F' D' B2 U Uw2 F Rw' B D F2 B Fw' D' R2 Rw F2 L' Uw;2026-01-23 20:08:59;1:03.51
428;DNF(58.29);;D R2 L' U' R2 L2 U2 B' R' F' U2 R2 B L2 F2 B R2 U2 D2 F2 Rw2 B D Fw2 R2 F2 Fw2 U Uw2 Rw2 F' Fw2 Rw' Fw2 R' F' Fw2 U Uw' Fw' Uw2 F2 L Fw Rw2;2026-01-23 20:10:27;58.29
429;59.37;;D F2 B2 R' L2 D2 R' F2 L' B2 R2 U L' U2 L' F L' F' D2 Uw2 R' F' Rw2 F D2 F' U2 L' F' D2 Uw' R2 Uw2 F D2 F B' Rw U' B2 Fw' Rw2 F;2026-01-23 20:13:37;59.37
430;1:20.51;;B' L U2 L F2 R2 F2 B2 U2 R F2 B2 D2 B U' F2 R' B' U' D' L' Fw2 R' U2 D L' Uw2 L' D' Fw2 U L' F2 Fw' L2 F2 Uw2 L' Rw' Fw D2 F2 Uw2 R2 Rw2 B2;2026-01-23 20:15:05;1:20.51
431;1:10.48;;R2 D2 R2 L2 D L2 D B2 U D2 F D2 L2 F2 D' R U' B2 U' Fw2 Uw2 L' Uw2 F2 R' D' Uw2 Rw2 U D B' Fw' L U' R' Fw2 Uw B2 Fw Rw2 D Fw L;2026-01-23 20:16:46;1:10.48
432;1:02.36;;F2 U B2 U L2 D F2 B2 D B' R2 D' R D' B D F' B' Uw2 F D2 Fw2 R2 L Fw2 Rw2 B' L2 F2 Uw2 L' Uw B R2 L2 U2 Fw' Uw' Rw U2 Rw U' L';2026-01-23 20:21:31;1:02.36
433;1:08.71;;R' D' L2 D2 F D R D2 R' U2 B2 R' L' B2 U2 L' D2 R2 D R' Uw2 Fw2 U R' Uw2 R2 F2 D' B2 L' U Rw2 U Fw' R' D2 B2 D' Uw' F R2 Uw2 Fw' U2 B2 Uw';2026-01-23 20:22:58;1:08.71
434;1:24.93;;L2 B2 U2 R2 L' F2 R' F2 B2 L' F2 U R2 L2 D' F U2 R2 U Rw2 U' Rw2 B2 U' R L' Uw2 Fw2 U R' Uw2 Rw2 F U' Fw' L Fw' Uw' Rw' U2 D2 Fw2 U R;2026-01-23 20:24:29;1:24.93
435;1:06.09;;U2 F L' U2 B2 L F2 B2 U2 R' F2 R2 D' L' U' L2 B' D F' D' Rw2 Uw2 B L' Fw2 D2 F2 L2 Uw2 R' Rw2 B2 Uw B2 U2 D2 L Fw2 L' Fw' U D' Uw L' Uw';2026-01-23 20:26:24;1:06.09
436;1:05.48;;L' D' R2 F2 U' F2 U L2 D' L2 B U' L2 B' L U2 L2 D B2 Fw2 L Fw2 Uw2 F2 R Fw2 U R' Fw2 R' L' D' Fw R D' Rw2 D R2 Rw F2 D Uw';2026-01-23 20:29:15;1:05.48
437;1:17.06;;R2 U' F2 U L B R2 L F' R2 B' L2 U2 F2 L2 B L2 D' F2 Fw2 U' L U' R Rw2 U' Rw2 Uw2 L2 D L Fw L Fw D' F2 Rw' D Uw' L' Fw2 R' Rw' Uw';2026-01-23 20:30:47;1:17.06
438;DNF(1:01.49);;F' D2 B L U' B' L' D' F2 B2 R2 F2 L F2 B2 L' B2 U2 L' B Fw2 U F' B2 Uw2 B L2 Uw2 Rw2 B D' F' Rw' B' U2 R L2 Uw B Rw2 D2 Rw' F' Uw;2026-01-23 20:33:09;1:01.49
439;1:18.01;;D2 L2 D2 B2 L' B2 D2 L B2 R F2 L2 F U' R2 L D R2 D2 R U Rw2 D' R' Uw2 R' D Fw2 U' F2 Fw2 R Rw2 F Fw Rw2 Fw2 Uw F' Fw R2 Fw' D2 Rw' D;2026-01-23 20:34:42;1:18.01
440;1:24.35;;U F2 D2 L2 F2 D2 R2 B R2 L2 B' U2 F' R' F' R' L D B L D Uw2 F' L2 F' Rw2 U2 Rw2 Uw2 L' Uw2 B R' F' Uw B' L' D2 Uw2 B2 Rw' B Uw L2 Rw2 D2;2026-01-23 20:39:47;1:24.35
441;1:11.25;;F' U' B' R2 F2 D2 B L2 B L2 U2 D2 B L F R U' F2 L' D' F' Uw2 Rw2 Fw2 U F' D2 B' U Rw2 F2 R2 D F Rw' F2 Rw D2 F2 Fw' Uw B' Rw F B Rw';2026-01-23 23:06:57;1:11.25
442;1:16.52;;D L' U2 D F R U R B L' F2 L' D2 F2 R2 U2 D2 R' D2 R Rw2 U D' L' D' Fw2 L Fw2 U' Rw2 Uw2 R F L' Fw L' D2 Uw Fw' R2 L Fw2 D2 Uw2 Fw;2026-01-23 23:08:35;1:16.52
443;1:04.13;;R' F' D2 B L' F' U R2 B R2 B2 U F2 L2 F2 L2 D L2 U2 Uw2 Fw2 L' U2 R' B R' F Rw2 Uw2 L F Fw2 U' Uw' R L' D' Rw Uw2 L2 B2 Rw Uw R2;2026-01-23 23:10:29;1:04.13
444;1:01.41;;R2 B' U2 F L2 B' D2 B U2 F2 D2 F R' U F D2 F2 R' U L2 Uw2 L' Rw2 B2 Fw2 U R L2 U2 Fw2 U' F2 U2 Fw R2 D' Fw2 R' U2 L' Uw L Rw U Fw' D2;2026-01-23 23:11:56;1:01.41
445;1:08.41;;R2 U D2 L2 F' B R L2 U' R2 D2 F2 D R2 U' L2 B2 D' L U2 F' Fw2 D' Rw2 Fw2 U L2 F' U Uw2 R2 F Uw2 F' Rw' F' L D Rw D2 B Fw Uw' Fw' U2;2026-01-23 23:13:30;1:08.41
446;1:16.68;;L2 U' D2 L' B2 R F2 D2 R' B2 U2 L' D2 L' B' R' U D B' D' L Uw2 L U2 Rw2 Uw2 R2 L' U2 Fw2 L' B U' L' Uw' R' D F Uw Rw' B2 Uw' F' R Fw2 R';2026-01-23 23:15:05;1:16.68
447;1:10.32;;B2 D2 R2 F' U2 B' L2 F R2 D2 B2 D' B' U' B' R' B' R' F' U' Fw2 R U2 R U Uw2 B2 R F2 D' L Rw2 Fw D' Fw2 U' B2 R Rw U' Uw' R2 F2 Fw' Uw;2026-01-23 23:16:49;1:10.32
448;1:14.37;;R B2 L2 F2 U' B2 U' F2 D2 R2 D R2 U2 L' B2 R' B L2 U F B Fw2 Uw2 B2 D R2 F' B2 Rw2 U F' Uw2 B R2 Rw' D' F L2 Rw U' Uw Rw F D' R Fw L;2026-01-23 23:18:18;1:14.37
449;DNF(1:08.21);;U B' D L2 F2 U' R2 B2 U R2 B2 R2 U B L' F D R' U2 L2 F Fw2 L' D2 Fw2 U' Rw2 U2 L2 U' F2 U' Fw' Rw2 B L U B' Rw U' Rw' Uw R Fw R2 B';2026-01-23 23:19:55;1:08.21
450;1:10.12;;F2 R' D2 B2 L D2 B2 L2 D2 L F2 D' F D2 R F2 D' R2 F B' Uw2 F2 R' Fw2 Uw2 F2 U R Rw2 U B2 D' Fw' R U' F' U' Uw' B' Rw' D2 Uw' B Uw' L';2026-01-24 22:02:58;1:10.12
451;1:26.21;;L F2 U2 F2 L B2 L' D2 R' F2 L U B L F D F' R' F2 L' Fw2 Rw2 U2 B' D' R2 Rw2 B' Uw2 L2 Uw2 F' Rw' B2 D' Uw2 Rw F2 Uw L U2 R B Uw Rw';2026-01-24 22:04:33;1:26.21
452;1:14.91;;U2 F2 R' F2 L2 U2 B2 R' D2 B2 L' U D' R F' L' D B' R2 U' R' Fw2 Rw2 U' R2 L B2 D2 R D Uw2 F2 Rw2 Fw' D L' B2 D F' Rw Fw Uw2 Rw' Fw2 R' Fw';2026-01-24 22:06:20;1:14.91
453;1:10.23;;F' R U' D2 L B D' F' L D2 L F2 D2 F2 R' D2 F2 L D2 R Fw2 L U F2 D' Uw2 L' U2 Fw2 Uw2 L2 B L' Rw2 Fw L2 U2 Rw' Uw' L Rw B D Fw' U;2026-01-24 22:08:00;1:10.23
454;1:09.55;;B2 U B2 U' R2 B2 R2 U D2 F2 B' R' D' F U' B' R2 U2 F' R Fw2 L' U' Uw2 L' Rw2 U D L' Rw2 U2 Rw2 Fw Rw2 F' B D' Rw F Uw' F2 L Rw2 F;2026-01-24 22:09:31;1:09.55
455;1:15.50;;L2 F R2 B2 D2 R2 D2 F' U2 B' L2 F' L' D B D L' U D' R2 F' Rw2 Fw2 D2 B' Rw2 F' U D2 B Fw2 U2 B2 Rw' D2 R' F U B2 Rw2 F Fw' Rw F' Uw' Rw;2026-01-24 22:14:34;1:15.50
456;1:13.55;;L' F2 U' F2 U B2 U2 R2 B2 R2 L2 U R U' R' B' R U L' D Fw2 D R2 U' Rw2 Uw2 Fw2 U B2 Rw2 D L D Fw' L' Uw2 B D L2 D Rw Uw' Rw2 U2 F' B;2026-01-24 22:16:17;1:13.55
457;1:36.44;;F R2 D' L2 B2 D2 R L B2 R F2 B' R2 D B R L' D Fw2 Rw2 B2 U' L' D' F2 U' Fw2 L' U' D Uw2 F U2 Fw' U Uw R' Rw2 Fw Rw Uw2 B Rw;2026-01-24 22:17:49;1:36.44
458;1:10.67;;U2 B L2 D L' F2 L U' F2 D2 B2 U L2 F2 D' B2 D' B2 Uw2 B Fw2 D' R2 Uw2 B2 Rw2 F Rw2 D' B2 U2 Rw B D2 Fw2 L2 D Fw' Rw2 Fw' U R' Uw' Fw2;2026-01-25 05:25:30;1:10.67
459;1:13.08;;L' U2 R' F2 R L2 D2 R F2 D F R2 U B' L2 U' D2 Rw2 F' D F' Fw2 U' F L2 U' R2 B2 U' Rw' F R2 F2 R' Rw Uw Fw' Rw' Uw Rw D L2;2026-01-25 05:27:11;1:13.08
460;55.09;;U2 D' R D' B2 L2 U B' L2 D2 B' L2 B D2 R2 F' D Rw2 U' R2 Rw2 F' Rw2 D Uw2 F U D' F2 Uw2 Rw' F' Fw2 U' D2 Uw R' Fw' Rw' Uw2 R F';2026-01-25 05:30:38;55.09
461;1:11.00;;R2 F2 R2 U' B2 U' F2 U' B2 U R2 B2 R' U2 F2 B U' R D B' Uw2 F D' Fw2 D L2 B' Fw2 L2 D R2 U R Rw F' L' U L' Fw' Rw' D2 Uw' L2 Uw2 F;2026-01-25 05:33:59;1:11.00
462;1:33.21;;B D2 L2 F U2 B D2 L2 U2 F2 L F R' L' D2 F' R2 D' L2 B' Fw2 U' R2 Fw2 U' Uw2 B Uw2 Fw2 D B Rw2 B Rw U' F' R2 B Rw Uw' F Fw L' B Uw L';2026-01-25 05:35:34;1:33.21
463;1:05.64;;B2 U2 D2 L2 B D2 L2 F' D2 L2 D2 L D' B' D2 B2 R F U2 L2 Uw2 R D2 Rw2 Fw2 D2 R U' L2 U2 D2 Fw D B2 R' Fw L' D' Rw' Fw Rw' B R2 Fw;2026-01-25 05:37:35;1:05.64
464;1:16.31;;D' R2 U' B2 L2 F2 D R2 U F2 U2 B' D' L' F' R' L D' B' R Rw2 B2 Uw2 R' D' F2 L B2 U' Fw2 Uw2 B2 Fw L' B Fw2 Uw2 B2 Rw Fw D2 Rw B D Rw';2026-01-25 05:39:08;1:16.31
465;1:15.32;;D' L2 U2 L2 B2 U' R2 B2 U2 R L2 F R L' F' D F U' L2 D Fw2 D' L' Fw2 D R' L B2 U Rw2 D2 Rw2 D' Fw' D2 Fw' U2 Uw' B Uw' Rw2 D B' U';2026-01-25 05:40:44;1:15.32
466;1:18.23;;B2 D' L2 U2 L D2 R U2 B2 D2 F2 D2 F' U' R2 B2 D2 B R' Uw2 R' Rw2 B L B2 Fw2 D2 R B Fw2 L' D2 Uw' L2 D Fw2 D F' R Fw' R' Rw B' Rw2 Fw2;2026-01-25 05:42:37;1:18.23
467;1:03.25;;R U2 D R2 F2 D2 F2 D' R2 U' L U2 B' D F D R D2 Rw2 Uw2 R Fw2 L2 F Rw2 U2 L Fw2 D2 B Uw B' R' B2 R2 U2 D' Rw' F' Fw2 Uw F' Uw2;2026-01-25 05:44:40;1:03.25
468;1:01.58;;L2 F2 U L2 F2 D' F2 U' B2 U2 L2 U B D2 B D' F U2 R' F' L Uw2 R2 Fw2 L' Uw2 B L' F2 L2 Uw2 B2 R L Uw' B' U' F' Uw F' U Fw Rw' Fw R' Uw2;2026-01-25 05:46:06;1:01.58
469;1:09.15;;F2 R' D' F B2 R' U' F2 U2 D2 F U2 F' R2 F' U2 B U L' Fw2 Rw2 U2 R F Fw2 R F2 Rw2 Uw2 B L U D2 Uw F2 L' D' B' Rw' U Rw Fw' Uw2 Fw2 R;2026-01-25 05:48:08;1:09.15
470;1:13.86;;R D' B' U' D L' F' R2 L2 B2 U2 D' R2 F2 D R2 F2 D2 B D Rw2 Fw2 U B' Rw2 U R2 L2 B2 U F' R2 Rw D2 Rw' D2 L' Fw' D2 Fw' D2 Fw U R;2026-01-25 05:49:50;1:13.86
471;1:02.96;;F2 D2 R' U' F' L' F2 D L2 D2 F B U2 F' U2 F2 D2 R2 D2 L Rw2 Fw2 R' D' B2 D' Fw2 U' L' U' D2 R' B' Fw R U2 R Fw' D2 Uw F' Fw' D2 B2;2026-01-25 05:51:24;1:02.96
472;1:14.07;;B D' F2 L2 D R2 D L2 U' R2 B2 D L B' R2 D R' F2 B2 U2 Uw2 R' Rw2 Fw2 L B U2 Rw2 Fw2 L U2 B' U L' U Uw' Fw2 Uw L2 Rw Uw F B' Rw U';2026-01-25 05:52:52;1:14.07
473;1:16.63;;F U2 F2 U' F2 D' L2 U' L2 U R2 L F2 D' F L' B D R Rw2 D2 F' U Rw2 F L2 B Uw2 F L2 D Rw' U2 F' Rw2 F2 Rw D Fw' U' Rw Uw' F2 D;2026-01-25 05:57:45;1:16.63
474;1:18.66;;F L2 D F2 D' F2 U' B2 U' L' B' R' L2 U2 F L F Fw2 U' R' Uw2 R2 D2 R' Uw2 R2 Rw2 U' B2 R' Fw R2 D' L2 Rw B' Fw' Uw2 Rw2 D2 L B;2026-01-25 05:59:25;1:18.66
475;58.30;;D F2 D2 B2 D' R2 D F2 R2 U F2 U R' L B L' B2 U' L D' F Fw2 U2 Uw2 L D' Fw2 Rw2 U L2 U R Rw2 B2 Fw L' F' B' Fw' D' Rw D B Uw2 Fw' U' D;2026-01-25 06:01:08;58.30
476;1:20.78;;L F R2 F2 L2 U2 F B L2 B U2 B U2 D L' D2 B' L D2 B2 D' Fw2 L2 U' R D2 Fw2 R' U' Fw2 D Uw2 Fw2 R B' Rw2 Fw R L' Uw F2 Uw L' Uw B2 Rw;2026-01-25 06:03:22;1:20.78
477;1:33.34;;B2 U2 D2 L' D2 B2 L' U2 R D2 R' B2 D B D' L F' U' L' D2 F Uw2 B R Rw2 Fw2 R' F U2 Uw2 L2 U2 Rw2 F' D F' Uw' Rw2 Uw' L2 Rw' Uw' B D' Uw' Fw2;2026-01-25 06:05:18;1:33.34
478;1:19.57;;L U2 L U F2 L U2 B' L' B2 L F2 D2 L D2 R2 B2 D2 B2 Uw2 R2 B R' D2 Uw2 F L' B' Uw2 F' R' Fw2 D' R2 Rw2 U2 Uw' Fw D' F2 Uw L B2;2026-01-25 06:08:35;1:19.57
479;1:20.31;;F' U2 F2 D2 B U2 F U2 B' R2 F U B' L' U2 B' R2 U' D' R Fw2 U' Fw2 L' Fw2 U2 L' D Rw2 U' F2 U' Fw' R U' R2 Fw' Uw' Fw' U Fw' Uw R' B U2;2026-01-25 06:16:38;1:20.31
480;1:00.93;;F D2 B2 U L2 F2 D R2 D2 B2 R2 F R2 L U B L' B' R' Rw2 B Rw2 U2 Fw2 D Rw2 U' F' U Fw2 U' D' Rw' U' R U2 Fw2 Uw' F' R Fw' Rw Fw2 L;2026-01-25 06:20:01;1:00.93
481;1:12.75;;U B D2 R' B L' B L D' F2 B2 D2 R2 U F2 U2 F2 R2 B2 U Fw2 L' B2 D Rw2 U' F2 Rw2 D' Uw2 Rw2 U' D F' D' Fw' D' R Uw Fw L2 Rw2 Uw' B2 D2 Uw;2026-01-25 06:22:11;1:12.75
482;1:15.71;;B R F2 U' R2 F2 D2 F2 D' R2 B2 U' R' L2 B' L2 U' F2 R F' U2 Uw2 F Rw2 D2 Fw2 R Fw2 R' D2 F Fw2 L2 Uw L' B' L' Uw' Fw' D Rw' Uw' Fw D F';2026-01-25 06:23:45;1:15.71
483;1:09.25;;U' L' U2 D F2 U' R2 U' R2 L2 U' L2 B2 R' F' B L D2 B U' Uw2 Fw2 Uw2 B' U L2 D2 F' Fw2 Rw2 U' D' Rw B' U2 R2 Rw Fw Rw' Uw2 Rw' B' R' F;2026-01-25 06:25:22;1:09.25
484;1:38.80;;F B2 R' D2 R' U2 R' D2 R' D2 F2 B2 L2 F' D2 B U' B2 R B' L' Uw2 R D2 R' Rw2 F Rw2 Fw2 R Fw2 D2 R2 Uw R2 D L2 Uw2 F L' Rw' Uw' L2 Rw U' Fw;2026-01-25 06:26:53;1:38.80
485;1:13.38;;U' R' D' B D B2 D2 F U' D2 F2 R2 U2 R2 D2 F2 L' D2 B2 L Fw2 R L2 Rw2 Uw2 F D2 L2 Fw2 Uw2 F Uw' F2 R' D' B' L' Uw F2 Rw' U2 Fw' U2;2026-01-25 06:28:53;1:13.38
486;55.70;;U' F2 R2 U' F2 D' L2 F2 R2 F2 D2 F2 B' D' R2 B' L U R' D L Fw2 Uw2 F D' L2 Uw2 B Fw2 D F' B2 L' B' R2 Rw' D L2 Uw' L' Fw' Rw' Fw2 R L;2026-01-25 06:30:45;55.70
487;1:13.92;;R' B2 L2 F' U' D' L B U2 L2 U2 D2 R2 B L2 F B U2 D L2 F' Rw2 Fw2 U' B2 U' B' Fw2 Rw2 D R2 L2 U F' R' Rw Fw2 Rw U2 B2 R D2 Fw U L' Rw' Fw';2026-01-25 06:32:06;1:13.92
488;1:09.49;;D2 F2 R B2 R2 D2 L' B2 U R2 L' D R2 F U R' B' Fw2 D2 R U L2 F2 Uw2 L' Rw2 D Fw2 U' Fw' D' Rw2 D' F Rw B' D2 Uw L Fw L' F2;2026-01-25 06:33:41;1:09.49
489;1:22.16;;D2 L' F2 B' D F U R' D F L2 F' U2 R2 D2 L2 U2 F D2 B' R2 Fw2 U' D2 Rw2 Fw2 U' F' L2 D Uw2 Fw2 L2 B2 Rw B2 R L' F' U' Uw' R2 F2 Uw' F Rw' F2;2026-01-25 06:35:32;1:22.16
490;1:18.20;;F U2 R F2 L' U2 R U2 R D2 B2 L2 B' D R2 U B' R' F2 L U' Fw2 R Fw2 D Uw2 F2 Fw2 U L' B2 U Rw2 D2 B Fw D' Rw2 F Uw Rw D2 Fw' Uw' Rw2 F' D2;2026-01-25 06:41:37;1:18.20
491;1:03.24;;B2 L' B' R2 U2 B' L2 F U2 L2 B D2 B U' R F' D' B' L' D' F2 Uw2 B' Rw2 B' D Rw2 B2 D' F2 U2 B U D2 Rw B' L2 Uw2 R2 F Uw R Fw L' U Uw' F;2026-01-25 06:43:31;1:03.24
492;1:02.77;;F2 R2 U B2 R2 D' B2 U' B2 L2 U R F2 L D F U' L' D2 B' Fw2 Uw2 L U2 D Fw2 L F2 D Rw2 F2 D L2 Fw' R U' Uw2 R2 D Uw' B' Fw2 Uw L Fw' Rw';2026-01-25 06:45:04;1:02.77
493;1:12.16;;U B' L' B2 D' F' U F2 U L2 F2 D2 R2 D2 F2 L U2 D2 R' F2 Rw2 D R D' Uw2 L' U' D2 Uw2 Rw2 B2 R F2 Fw' U R L Fw' D Rw' Uw' Fw Uw2 Fw D';2026-01-25 06:46:59;1:12.16
494;1:22.70;;U B2 L F D R2 B L' U' B2 U2 D2 R U2 R2 L' U2 F2 R2 F2 Uw2 L' D2 Fw2 U' Rw2 Uw2 L' D2 F2 D B2 Fw R' U B2 Uw2 Rw' D2 Rw' B Uw' B' U2 Rw;2026-01-25 07:02:17;1:22.70
495;1:29.04;;U' L2 D' B U2 F D R' L' B2 U' F2 L2 U' R2 U2 F2 L2 D2 Uw2 B R2 Fw2 D Uw2 Rw2 U' B' L2 U' B U' R' Rw' F B2 R' Uw' B' Fw' Rw' D' Uw Rw;2026-01-25 07:04:10;1:29.04
496;1:23.95;;B2 L2 B' L' U D' L2 F' R' F2 U R2 U' B2 U' L2 B2 U' B2 L2 Fw2 Rw2 D B U2 B Uw2 Rw2 U' F D' Rw B2 U2 Rw2 U2 L2 Fw' L U2 Uw Rw2 Fw U;2026-01-25 07:16:14;1:23.95
497;1:18.05;;R' B2 R D2 R2 U2 B2 R2 F2 R U' D2 B2 R' D2 L F U' D2 F2 Fw2 U' F D' B' Fw2 D F2 B' Rw2 F' D' B Rw' Uw2 Rw' B L' F2 Uw' Rw' B' U Rw Fw D';2026-01-25 07:18:40;1:18.05
498;1:19.38;;R' F U2 D' F' U F' L B D2 B U2 F' U2 D2 R2 D2 B2 L2 F' Rw2 D F2 Uw2 Fw2 U2 L' Fw2 R' D2 F2 Rw2 U2 Fw U F R B' Rw Fw' U' Fw' Uw Rw B2 D2;2026-01-25 07:20:27;1:19.38
499;1:05.20;;L' B R B D' F2 R F D2 B U2 D2 L2 F' B' U2 F2 L' U2 Fw2 L' D2 Uw2 L B' R' D2 Uw2 L' F' L' Uw B U' F2 D Rw F' L D' Rw Uw Rw;2026-01-25 07:22:07;1:05.20
500;1:14.32;;R F2 R B2 R' D2 R' U2 F2 B' R' B L2 U2 B' U L2 B2 D Fw2 Rw2 B' R Fw2 L' Fw2 Rw2 F2 R' B' Uw2 L Uw' F R' B2 D' Uw Fw U D2 R' Uw L2;2026-01-25 07:23:37;1:14.32
